ID,Sex,Height,Weight,feet,inches,height,weight,bmi
S07099,Male,5 ft. 10 in.,200 lbs.,5,10,70,200,28.69
S07100,Male,5 ft. 08 in.,164 lbs.,5,8,68,164,24.93
S07102,Male,5 ft. 07 in.,250 lbs.,5,7,67,250,39.15
S07104,Male,5 ft. 07 in.,175 lbs.,5,7,67,175,27.41
S07108,Male,6 ft. 01 in.,200 lbs.,6,1,73,200,26.38
S07110,Male,5 ft. 08 in.,167 lbs.,5,8,68,167,25.39
S07113,Male,5 ft. 11 in.,260 lbs.,5,11,71,260,36.26
S07118,Male,5 ft. 08 in.,206 lbs.,5,8,68,206,31.32
S07123,Male,5 ft. 09 in.,190 lbs.,5,9,69,190,28.06
S07136,Male,5 ft. 09 in.,148 lbs.,5,9,69,148,21.85
S07137,Male,5 ft. 08 in.,180 lbs.,5,8,68,180,27.37
S07141,Male,6 ft. 00 in.,285 lbs.,6,0,72,285,38.65
S07149,Male,6 ft. 02 in.,202 lbs.,6,2,74,202,25.93
S07160,Male,5 ft. 11 in.,165 lbs.,5,11,71,165,23.01
S07162,Male,5 ft. 11 in.,245 lbs.,5,11,71,245,34.17
S07164,Male,6 ft. 00 in.,150 lbs.,6,0,72,150,20.34
S07174,Male,5 ft. 10 in.,231 lbs.,5,10,70,231,33.14
S07197,Male,5 ft. 11 in.,160 lbs.,5,11,71,160,22.31
S07198,Male,6 ft. 03 in.,220 lbs.,6,3,75,220,27.50
S07206,Male,5 ft. 09 in.,183 lbs.,5,9,69,183,27.02
S07207,Male,5 ft. 09 in.,214 lbs.,5,9,69,214,31.60
S07208,Male,5 ft. 05 in.,152 lbs.,5,5,65,152,25.29
S07211,Male,5 ft. 07 in.,150 lbs.,5,7,67,150,23.49
S07216,Male,6 ft. 01 in.,215 lbs.,6,1,73,215,28.36
S07218,Male,6 ft. 00 in.,190 lbs.,6,0,72,190,25.77
S07227,Male,6 ft. 03 in.,200 lbs.,6,3,75,200,25.00
S07237,Male,5 ft. 11 in.,190 lbs.,5,11,71,190,26.50
S07242,Male,5 ft. 06 in.,159 lbs.,5,6,66,159,25.66
S07247,Male,5 ft. 10 in.,201 lbs.,5,10,70,201,28.84
S07251,Male,5 ft. 06 in.,150 lbs.,5,6,66,150,24.21
S07252,Male,5 ft. 08 in.,175 lbs.,5,8,68,175,26.61
S07253,Male,5 ft. 11 in.,256 lbs.,5,11,71,256,35.70
S07254,Male,5 ft. 07 in.,252 lbs.,5,7,67,252,39.46
S07263,Male,5 ft. 08 in.,183 lbs.,5,8,68,183,27.82
S07272,Male,5 ft. 09 in.,229 lbs.,5,9,69,229,33.81
S07274,Male,5 ft. 10 in.,197 lbs.,5,10,70,197,28.26
S07277,Male,5 ft. 08 in.,164 lbs.,5,8,68,164,24.93
S07281,Male,6 ft. 01 in.,183 lbs.,6,1,73,183,24.14
S07289,Male,5 ft. 06 in.,270 lbs.,5,6,66,270,43.57
S07291,Male,6 ft. 03 in.,252 lbs.,6,3,75,252,31.49
S07293,Male,6 ft. 00 in.,183 lbs.,6,0,72,183,24.82
S07295,Male,6 ft. 02 in.,191 lbs.,6,2,74,191,24.52
S07298,Male,5 ft. 04 in.,170 lbs.,5,4,64,170,29.18
S07310,Male,5 ft. 06 in.,159 lbs.,5,6,66,159,25.66
S07314,Male,5 ft. 10 in.,160 lbs.,5,10,70,160,22.96
S07319,Male,6 ft. 04 in.,240 lbs.,6,4,76,240,29.21
S07323,Male,6 ft. 01 in.,250 lbs.,6,1,73,250,32.98
S07328,Male,5 ft. 08 in.,185 lbs.,5,8,68,185,28.13
S07329,Male,6 ft. 02 in.,203 lbs.,6,2,74,203,26.06
S07338,Male,6 ft. 02 in.,185 lbs.,6,2,74,185,23.75
S07343,Male,5 ft. 10 in.,194 lbs.,5,10,70,194,27.83
S07348,Male,5 ft. 07 in.,210 lbs.,5,7,67,210,32.89
S07350,Male,5 ft. 08 in.,176 lbs.,5,8,68,176,26.76
S07355,Male,6 ft. 04 in.,200 lbs.,6,4,76,200,24.34
S07361,Male,5 ft. 08 in.,225 lbs.,5,8,68,225,34.21
S07366,Male,6 ft. 02 in.,220 lbs.,6,2,74,220,28.24
S07376,Male,5 ft. 11 in.,221 lbs.,5,11,71,221,30.82
S07378,Male,5 ft. 10 in.,145 lbs.,5,10,70,145,20.80
S07384,Male,5 ft. 09 in.,151 lbs.,5,9,69,151,22.30
S07387,Male,5 ft. 10 in.,175 lbs.,5,10,70,175,25.11
S07389,Male,6 ft. 02 in.,200 lbs.,6,2,74,200,25.68
S07399,Male,6 ft. 01 in.,193 lbs.,6,1,73,193,25.46
S07401,Male,6 ft. 00 in.,150 lbs.,6,0,72,150,20.34
S07414,Male,5 ft. 10 in.,171 lbs.,5,10,70,171,24.53
S07419,Male,5 ft. 08 in.,185 lbs.,5,8,68,185,28.13
S07425,Male,5 ft. 05 in.,170 lbs.,5,5,65,170,28.29
S07426,Male,5 ft. 06 in.,154 lbs.,5,6,66,154,24.85
S07429,Male,6 ft. 02 in.,247 lbs.,6,2,74,247,31.71
S07432,Male,5 ft. 07 in.,160 lbs.,5,7,67,160,25.06
S07436,Male,6 ft. 00 in.,212 lbs.,6,0,72,212,28.75
S07440,Male,5 ft. 10 in.,140 lbs.,5,10,70,140,20.09
S07443,Male,6 ft. 01 in.,165 lbs.,6,1,73,165,21.77
S07445,Male,5 ft. 04 in.,165 lbs.,5,4,64,165,28.32
S07446,Male,6 ft. 00 in.,225 lbs.,6,0,72,225,30.51
S07447,Male,5 ft. 11 in.,195 lbs.,5,11,71,195,27.19
S07450,Male,5 ft. 09 in.,145 lbs.,5,9,69,145,21.41
S07451,Male,6 ft. 00 in.,180 lbs.,6,0,72,180,24.41
S07453,Male,5 ft. 08 in.,145 lbs.,5,8,68,145,22.04
S07461,Male,5 ft. 09 in.,196 lbs.,5,9,69,196,28.94
S07466,Male,6 ft. 02 in.,230 lbs.,6,2,74,230,29.53
S07468,Male,5 ft. 08 in.,155 lbs.,5,8,68,155,23.57
S07473,Male,5 ft. 10 in.,210 lbs.,5,10,70,210,30.13
S07484,Male,6 ft. 02 in.,230 lbs.,6,2,74,230,29.53
S07489,Male,6 ft. 00 in.,185 lbs.,6,0,72,185,25.09
S07491,Male,5 ft. 07 in.,185 lbs.,5,7,67,185,28.97
S07493,Male,5 ft. 09 in.,180 lbs.,5,9,69,180,26.58
S07502,Male,5 ft. 08 in.,138 lbs.,5,8,68,138,20.98
S07503,Male,5 ft. 08 in.,255 lbs.,5,8,68,255,38.77
S07508,Male,6 ft. 00 in.,225 lbs.,6,0,72,225,30.51
S07509,Male,5 ft. 03 in.,145 lbs.,5,3,63,145,25.68
S07514,Male,5 ft. 07 in.,220 lbs.,5,7,67,220,34.45
S07517,Male,5 ft. 05 in.,155 lbs.,5,5,65,155,25.79
S07524,Male,6 ft. 01 in.,174 lbs.,6,1,73,174,22.95
S07531,Male,6 ft. 01 in.,231 lbs.,6,1,73,231,30.47
S07534,Male,6 ft. 01 in.,261 lbs.,6,1,73,261,34.43
S07536,Male,6 ft. 01 in.,145 lbs.,6,1,73,145,19.13
S07538,Male,5 ft. 08 in.,200 lbs.,5,8,68,200,30.41
S07544,Male,5 ft. 10 in.,192 lbs.,5,10,70,192,27.55
S07552,Male,6 ft. 00 in.,171 lbs.,6,0,72,171,23.19
S07554,Male,5 ft. 11 in.,170 lbs.,5,11,71,170,23.71
S07558,Male,6 ft. 01 in.,168 lbs.,6,1,73,168,22.16
S07559,Male,6 ft. 02 in.,206 lbs.,6,2,74,206,26.45
S07561,Male,6 ft. 04 in.,207 lbs.,6,4,76,207,25.19
S07562,Male,5 ft. 10 in.,183 lbs.,5,10,70,183,26.25
S07564,Male,5 ft. 11 in.,190 lbs.,5,11,71,190,26.50
S07565,Male,5 ft. 06 in.,218 lbs.,5,6,66,218,35.18
S07576,Male,5 ft. 06 in.,170 lbs.,5,6,66,170,27.44
S07578,Male,5 ft. 09 in.,190 lbs.,5,9,69,190,28.06
S07579,Male,6 ft. 02 in.,250 lbs.,6,2,74,250,32.09
S07580,Male,5 ft. 09 in.,199 lbs.,5,9,69,199,29.38
S07591,Male,5 ft. 08 in.,170 lbs.,5,8,68,170,25.85
S07598,Male,6 ft. 01 in.,190 lbs.,6,1,73,190,25.06
S07603,Male,6 ft. 00 in.,180 lbs.,6,0,72,180,24.41
S07613,Male,5 ft. 09 in.,185 lbs.,5,9,69,185,27.32
S07622,Male,6 ft. 02 in.,190 lbs.,6,2,74,190,24.39
S07623,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
S07630,Male,5 ft. 08 in.,138 lbs.,5,8,68,138,20.98
S07632,Male,5 ft. 08 in.,137 lbs.,5,8,68,137,20.83
S07635,Male,6 ft. 01 in.,265 lbs.,6,1,73,265,34.96
S07636,Male,6 ft. 01 in.,190 lbs.,6,1,73,190,25.06
S07650,Male,6 ft. 02 in.,180 lbs.,6,2,74,180,23.11
S07651,Male,6 ft. 00 in.,165 lbs.,6,0,72,165,22.38
S07663,Male,5 ft. 03 in.,180 lbs.,5,3,63,180,31.88
S07664,Male,5 ft. 11 in.,375 lbs.,5,11,71,375,52.30
S07676,Male,5 ft. 11 in.,200 lbs.,5,11,71,200,27.89
S07677,Male,5 ft. 09 in.,165 lbs.,5,9,69,165,24.36
S07678,Male,5 ft. 10 in.,170 lbs.,5,10,70,170,24.39
S07684,Male,6 ft. 02 in.,190 lbs.,6,2,74,190,24.39
S07691,Male,5 ft. 09 in.,156 lbs.,5,9,69,156,23.03
S07694,Male,5 ft. 09 in.,157 lbs.,5,9,69,157,23.18
S07695,Male,6 ft. 00 in.,220 lbs.,6,0,72,220,29.83
S07698,Male,5 ft. 10 in.,156 lbs.,5,10,70,156,22.38
S07699,Male,6 ft. 02 in.,176 lbs.,6,2,74,176,22.59
S07701,Male,6 ft. 02 in.,238 lbs.,6,2,74,238,30.55
S07703,Male,5 ft. 08 in.,215 lbs.,5,8,68,215,32.69
S07704,Male,5 ft. 10 in.,175 lbs.,5,10,70,175,25.11
S07706,Male,5 ft. 11 in.,200 lbs.,5,11,71,200,27.89
S07711,Male,5 ft. 07 in.,160 lbs.,5,7,67,160,25.06
S07715,Male,5 ft. 07 in.,220 lbs.,5,7,67,220,34.45
S07721,Male,6 ft. 01 in.,190 lbs.,6,1,73,190,25.06
S07724,Male,5 ft. 11 in.,202 lbs.,5,11,71,202,28.17
S07737,Male,5 ft. 10 in.,171 lbs.,5,10,70,171,24.53
S07743,Male,6 ft. 02 in.,190 lbs.,6,2,74,190,24.39
S07747,Male,6 ft. 01 in.,265 lbs.,6,1,73,265,34.96
S07748,Male,6 ft. 00 in.,245 lbs.,6,0,72,245,33.22
S07761,Male,5 ft. 05 in.,162 lbs.,5,5,65,162,26.96
S07765,Male,6 ft. 01 in.,220 lbs.,6,1,73,220,29.02
S07768,Male,6 ft. 00 in.,190 lbs.,6,0,72,190,25.77
S07775,Male,5 ft. 11 in.,180 lbs.,5,11,71,180,25.10
S07776,Male,5 ft. 10 in.,173 lbs.,5,10,70,173,24.82
S07777,Male,5 ft. 10 in.,205 lbs.,5,10,70,205,29.41
S07785,Male,6 ft. 00 in.,184 lbs.,6,0,72,184,24.95
S07787,Male,5 ft. 11 in.,200 lbs.,5,11,71,200,27.89
S07790,Male,5 ft. 11 in.,215 lbs.,5,11,71,215,29.98
S07799,Male,5 ft. 07 in.,154 lbs.,5,7,67,154,24.12
S07803,Male,5 ft. 08 in.,200 lbs.,5,8,68,200,30.41
S07815,Male,6 ft. 03 in.,247 lbs.,6,3,75,247,30.87
S07817,Male,5 ft. 07 in.,129 lbs.,5,7,67,129,20.20
S07825,Male,6 ft. 01 in.,228 lbs.,6,1,73,228,30.08
S07833,Male,5 ft. 11 in.,250 lbs.,5,11,71,250,34.86
S07839,Male,5 ft. 09 in.,200 lbs.,5,9,69,200,29.53
S07842,Male,5 ft. 11 in.,170 lbs.,5,11,71,170,23.71
S07852,Male,5 ft. 10 in.,170 lbs.,5,10,70,170,24.39
S07853,Male,6 ft. 01 in.,228 lbs.,6,1,73,228,30.08
S07854,Male,5 ft. 07 in.,165 lbs.,5,7,67,165,25.84
S07859,Male,5 ft. 08 in.,200 lbs.,5,8,68,200,30.41
S07864,Male,5 ft. 07 in.,207 lbs.,5,7,67,207,32.42
S07883,Male,6 ft. 03 in.,226 lbs.,6,3,75,226,28.24
S07887,Male,5 ft. 11 in.,235 lbs.,5,11,71,235,32.77
S07889,Male,5 ft. 10 in.,212 lbs.,5,10,70,212,30.42
S07893,Male,5 ft. 07 in.,192 lbs.,5,7,67,192,30.07
S07910,Male,6 ft. 01 in.,192 lbs.,6,1,73,192,25.33
S07911,Male,5 ft. 04 in.,137 lbs.,5,4,64,137,23.51
S07914,Male,5 ft. 07 in.,155 lbs.,5,7,67,155,24.27
S07916,Male,5 ft. 06 in.,190 lbs.,5,6,66,190,30.66
S07921,Male,5 ft. 05 in.,150 lbs.,5,5,65,150,24.96
S07922,Male,5 ft. 07 in.,146 lbs.,5,7,67,146,22.86
S07923,Male,5 ft. 08 in.,240 lbs.,5,8,68,240,36.49
S07931,Male,5 ft. 06 in.,140 lbs.,5,6,66,140,22.59
S07935,Male,5 ft. 05 in.,161 lbs.,5,5,65,161,26.79
S07941,Male,5 ft. 09 in.,275 lbs.,5,9,69,275,40.61
S07945,Male,5 ft. 04 in.,170 lbs.,5,4,64,170,29.18
S07948,Male,5 ft. 05 in.,170 lbs.,5,5,65,170,28.29
S07960,Male,5 ft. 10 in.,168 lbs.,5,10,70,168,24.10
S07961,Male,5 ft. 07 in.,210 lbs.,5,7,67,210,32.89
S07962,Male,5 ft. 05 in.,165 lbs.,5,5,65,165,27.45
S07964,Male,5 ft. 11 in.,180 lbs.,5,11,71,180,25.10
S07973,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
S07978,Male,6 ft. 02 in.,141 lbs.,6,2,74,141,18.10
S07979,Male,6 ft. 03 in.,195 lbs.,6,3,75,195,24.37
S07982,Male,5 ft. 10 in.,170 lbs.,5,10,70,170,24.39
S07993,Male,6 ft. 02 in.,235 lbs.,6,2,74,235,30.17
S07994,Male,6 ft. 00 in.,220 lbs.,6,0,72,220,29.83
S08000,Male,5 ft. 06 in.,155 lbs.,5,6,66,155,25.01
S08006,Male,6 ft. 01 in.,196 lbs.,6,1,73,196,25.86
S08013,Male,5 ft. 08 in.,164 lbs.,5,8,68,164,24.93
S08018,Male,5 ft. 11 in.,174 lbs.,5,11,71,174,24.27
S08024,Male,5 ft. 09 in.,185 lbs.,5,9,69,185,27.32
S08033,Male,5 ft. 05 in.,150 lbs.,5,5,65,150,24.96
S08035,Male,5 ft. 07 in.,157 lbs.,5,7,67,157,24.59
S08041,Male,6 ft. 00 in.,190 lbs.,6,0,72,190,25.77
S08044,Male,5 ft. 10 in.,205 lbs.,5,10,70,205,29.41
S08046,Male,5 ft. 07 in.,135 lbs.,5,7,67,135,21.14
S08047,Male,5 ft. 02 in.,138 lbs.,5,2,62,138,25.24
S08056,Male,5 ft. 10 in.,200 lbs.,5,10,70,200,28.69
S08060,Male,5 ft. 07 in.,180 lbs.,5,7,67,180,28.19
S08073,Male,6 ft. 03 in.,270 lbs.,6,3,75,270,33.74
S08075,Male,6 ft. 00 in.,136 lbs.,6,0,72,136,18.44
S08078,Male,5 ft. 09 in.,165 lbs.,5,9,69,165,24.36
S08079,Male,6 ft. 04 in.,220 lbs.,6,4,76,220,26.78
S08082,Male,6 ft. 02 in.,190 lbs.,6,2,74,190,24.39
S08089,Male,5 ft. 08 in.,169 lbs.,5,8,68,169,25.69
S08090,Male,5 ft. 11 in.,132 lbs.,5,11,71,132,18.41
S08096,Male,5 ft. 07 in.,150 lbs.,5,7,67,150,23.49
S08098,Male,5 ft. 09 in.,248 lbs.,5,9,69,248,36.62
S08101,Male,5 ft. 07 in.,190 lbs.,5,7,67,190,29.75
S08102,Male,5 ft. 09 in.,220 lbs.,5,9,69,220,32.48
S08106,Male,5 ft. 10 in.,183 lbs.,5,10,70,183,26.25
S08108,Male,6 ft. 01 in.,223 lbs.,6,1,73,223,29.42
S08111,Male,5 ft. 07 in.,150 lbs.,5,7,67,150,23.49
S08122,Male,5 ft. 11 in.,220 lbs.,5,11,71,220,30.68
S08123,Male,5 ft. 10 in.,250 lbs.,5,10,70,250,35.87
S08143,Male,5 ft. 07 in.,191 lbs.,5,7,67,191,29.91
S08151,Male,5 ft. 10 in.,177 lbs.,5,10,70,177,25.39
S08157,Male,6 ft. 01 in.,150 lbs.,6,1,73,150,19.79
S08161,Male,5 ft. 11 in.,190 lbs.,5,11,71,190,26.50
S08166,Male,6 ft. 03 in.,215 lbs.,6,3,75,215,26.87
S08171,Male,5 ft. 09 in.,209 lbs.,5,9,69,209,30.86
S08173,Male,5 ft. 07 in.,195 lbs.,5,7,67,195,30.54
S08180,Male,5 ft. 10 in.,216 lbs.,5,10,70,216,30.99
S08181,Male,5 ft. 08 in.,159 lbs.,5,8,68,159,24.17
S08182,Male,6 ft. 01 in.,205 lbs.,6,1,73,205,27.04
S08188,Male,6 ft. 00 in.,240 lbs.,6,0,72,240,32.55
S08190,Male,5 ft. 10 in.,170 lbs.,5,10,70,170,24.39
S08194,Male,5 ft. 09 in.,208 lbs.,5,9,69,208,30.71
S08199,Male,5 ft. 09 in.,185 lbs.,5,9,69,185,27.32
S08207,Male,5 ft. 10 in.,189 lbs.,5,10,70,189,27.12
S08228,Male,5 ft. 07 in.,140 lbs.,5,7,67,140,21.92
S08231,Male,6 ft. 00 in.,230 lbs.,6,0,72,230,31.19
S08236,Male,5 ft. 07 in.,165 lbs.,5,7,67,165,25.84
S08242,Male,5 ft. 06 in.,200 lbs.,5,6,66,200,32.28
S08249,Male,5 ft. 09 in.,150 lbs.,5,9,69,150,22.15
S08251,Male,6 ft. 02 in.,165 lbs.,6,2,74,165,21.18
S08265,Male,5 ft. 05 in.,160 lbs.,5,5,65,160,26.62
S08266,Male,5 ft. 07 in.,232 lbs.,5,7,67,232,36.33
S08268,Male,5 ft. 07 in.,190 lbs.,5,7,67,190,29.75
S08272,Male,5 ft. 11 in.,217 lbs.,5,11,71,217,30.26
S08275,Male,5 ft. 05 in.,150 lbs.,5,5,65,150,24.96
S08286,Male,6 ft. 00 in.,197 lbs.,6,0,72,197,26.72
S08289,Male,5 ft. 06 in.,186 lbs.,5,6,66,186,30.02
S08291,Male,5 ft. 08 in.,172 lbs.,5,8,68,172,26.15
S08292,Male,5 ft. 11 in.,238 lbs.,5,11,71,238,33.19
S08293,Male,6 ft. 02 in.,170 lbs.,6,2,74,170,21.82
S08300,Male,5 ft. 10 in.,205 lbs.,5,10,70,205,29.41
S08304,Male,6 ft. 01 in.,230 lbs.,6,1,73,230,30.34
S08310,Male,5 ft. 09 in.,165 lbs.,5,9,69,165,24.36
S08320,Male,5 ft. 07 in.,133 lbs.,5,7,67,133,20.83
S08331,Male,6 ft. 01 in.,197 lbs.,6,1,73,197,25.99
S08332,Male,6 ft. 00 in.,220 lbs.,6,0,72,220,29.83
S08340,Male,5 ft. 06 in.,147 lbs.,5,6,66,147,23.72
S08342,Male,5 ft. 08 in.,200 lbs.,5,8,68,200,30.41
S08356,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
S08364,Male,5 ft. 08 in.,204 lbs.,5,8,68,204,31.01
S08366,Male,5 ft. 05 in.,143 lbs.,5,5,65,143,23.79
S08367,Male,5 ft. 07 in.,175 lbs.,5,7,67,175,27.41
S08368,Male,6 ft. 01 in.,258 lbs.,6,1,73,258,34.04
S08376,Male,5 ft. 06 in.,168 lbs.,5,6,66,168,27.11
S08378,Male,5 ft. 08 in.,267 lbs.,5,8,68,267,40.59
S08379,Male,5 ft. 11 in.,190 lbs.,5,11,71,190,26.50
S08380,Male,5 ft. 10 in.,175 lbs.,5,10,70,175,25.11
S08397,Male,5 ft. 10 in.,190 lbs.,5,10,70,190,27.26
S08399,Male,5 ft. 11 in.,160 lbs.,5,11,71,160,22.31
S08401,Male,5 ft. 10 in.,174 lbs.,5,10,70,174,24.96
S08403,Male,5 ft. 08 in.,176 lbs.,5,8,68,176,26.76
S08421,Male,5 ft. 10 in.,145 lbs.,5,10,70,145,20.80
S08422,Male,6 ft. 00 in.,265 lbs.,6,0,72,265,35.94
S08423,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
S08427,Male,5 ft. 11 in.,180 lbs.,5,11,71,180,25.10
S08442,Male,6 ft. 00 in.,205 lbs.,6,0,72,205,27.80
S08443,Male,5 ft. 06 in.,160 lbs.,5,6,66,160,25.82
S08448,Male,5 ft. 10 in.,180 lbs.,5,10,70,180,25.82
S08452,Male,5 ft. 11 in.,156 lbs.,5,11,71,156,21.76
S08458,Male,5 ft. 07 in.,245 lbs.,5,7,67,245,38.37
S08490,Male,5 ft. 09 in.,180 lbs.,5,9,69,180,26.58
S08493,Male,5 ft. 10 in.,228 lbs.,5,10,70,228,32.71
S08496,Male,5 ft. 10 in.,210 lbs.,5,10,70,210,30.13
S08497,Male,6 ft. 01 in.,180 lbs.,6,1,73,180,23.75
S08500,Male,6 ft. 02 in.,220 lbs.,6,2,74,220,28.24
S08503,Male,5 ft. 09 in.,217 lbs.,5,9,69,217,32.04
S08510,Male,6 ft. 00 in.,190 lbs.,6,0,72,190,25.77
S08520,Male,6 ft. 00 in.,180 lbs.,6,0,72,180,24.41
S08525,Male,6 ft. 01 in.,232 lbs.,6,1,73,232,30.61
S08537,Male,6 ft. 01 in.,315 lbs.,6,1,73,315,41.55
S08543,Male,5 ft. 04 in.,183 lbs.,5,4,64,183,31.41
S08557,Male,5 ft. 08 in.,160 lbs.,5,8,68,160,24.33
S08563,Male,5 ft. 10 in.,185 lbs.,5,10,70,185,26.54
S08564,Male,6 ft. 00 in.,228 lbs.,6,0,72,228,30.92
S08567,Male,5 ft. 06 in.,164 lbs.,5,6,66,164,26.47
S08576,Male,6 ft. 02 in.,280 lbs.,6,2,74,280,35.95
S08577,Male,5 ft. 10 in.,175 lbs.,5,10,70,175,25.11
S08581,Male,5 ft. 09 in.,160 lbs.,5,9,69,160,23.63
S08586,Male,6 ft. 03 in.,215 lbs.,6,3,75,215,26.87
S08593,Male,5 ft. 10 in.,235 lbs.,5,10,70,235,33.72
S08596,Male,5 ft. 11 in.,175 lbs.,5,11,71,175,24.40
S08598,Male,5 ft. 10 in.,198 lbs.,5,10,70,198,28.41
S08600,Male,6 ft. 00 in.,225 lbs.,6,0,72,225,30.51
S08603,Male,6 ft. 03 in.,260 lbs.,6,3,75,260,32.49
S08606,Male,6 ft. 00 in.,356 lbs.,6,0,72,356,48.28
S08607,Male,6 ft. 01 in.,230 lbs.,6,1,73,230,30.34
S08608,Male,6 ft. 00 in.,185 lbs.,6,0,72,185,25.09
S08612,Male,5 ft. 09 in.,185 lbs.,5,9,69,185,27.32
S08613,Male,5 ft. 06 in.,260 lbs.,5,6,66,260,41.96
S08623,Male,5 ft. 07 in.,157 lbs.,5,7,67,157,24.59
S08628,Male,5 ft. 11 in.,229 lbs.,5,11,71,229,31.94
S08638,Male,5 ft. 07 in.,133 lbs.,5,7,67,133,20.83
S08639,Male,5 ft. 09 in.,140 lbs.,5,9,69,140,20.67
S08641,Male,5 ft. 10 in.,160 lbs.,5,10,70,160,22.96
S08644,Male,5 ft. 09 in.,166 lbs.,5,9,69,166,24.51
S08645,Male,5 ft. 01 in.,145 lbs.,5,1,61,145,27.39
S08652,Male,5 ft. 05 in.,148 lbs.,5,5,65,148,24.63
S08661,Male,5 ft. 04 in.,139 lbs.,5,4,64,139,23.86
S08665,Male,6 ft. 04 in.,178 lbs.,6,4,76,178,21.66
S08683,Male,5 ft. 10 in.,170 lbs.,5,10,70,170,24.39
S08686,Male,6 ft. 01 in.,198 lbs.,6,1,73,198,26.12
S08696,Male,6 ft. 01 in.,195 lbs.,6,1,73,195,25.72
S08697,Male,5 ft. 04 in.,120 lbs.,5,4,64,120,20.60
S08699,Male,5 ft. 08 in.,155 lbs.,5,8,68,155,23.57
S08706,Male,5 ft. 09 in.,190 lbs.,5,9,69,190,28.06
S08710,Male,5 ft. 11 in.,205 lbs.,5,11,71,205,28.59
S08711,Male,5 ft. 06 in.,153 lbs.,5,6,66,153,24.69
S08726,Male,5 ft. 07 in.,205 lbs.,5,7,67,205,32.10
S08731,Male,5 ft. 09 in.,224 lbs.,5,9,69,224,33.08
S08734,Male,5 ft. 08 in.,208 lbs.,5,8,68,208,31.62
S08735,Male,5 ft. 09 in.,172 lbs.,5,9,69,172,25.40
S08736,Male,5 ft. 07 in.,150 lbs.,5,7,67,150,23.49
S08756,Male,6 ft. 00 in.,390 lbs.,6,0,72,390,52.89
S08765,Male,5 ft. 04 in.,130 lbs.,5,4,64,130,22.31
S08766,Male,5 ft. 07 in.,201 lbs.,5,7,67,201,31.48
S08774,Male,6 ft. 11 in.,200 lbs.,6,11,83,200,20.41
S08778,Male,5 ft. 08 in.,165 lbs.,5,8,68,165,25.09
S08779,Male,6 ft. 00 in.,168 lbs.,6,0,72,168,22.78
S08786,Male,5 ft. 11 in.,275 lbs.,5,11,71,275,38.35
S08803,Male,5 ft. 09 in.,175 lbs.,5,9,69,175,25.84
S08818,Male,5 ft. 07 in.,142 lbs.,5,7,67,142,22.24
S08821,Male,5 ft. 11 in.,154 lbs.,5,11,71,154,21.48
S08824,Male,5 ft. 08 in.,225 lbs.,5,8,68,225,34.21
S08831,Male,5 ft. 04 in.,204 lbs.,5,4,64,204,35.01
S08832,Male,6 ft. 05 in.,217 lbs.,6,5,77,217,25.73
S08836,Male,6 ft. 00 in.,215 lbs.,6,0,72,215,29.16
S08842,Male,5 ft. 11 in.,170 lbs.,5,11,71,170,23.71
S08843,Male,6 ft. 02 in.,220 lbs.,6,2,74,220,28.24
S08864,Male,5 ft. 10 in.,175 lbs.,5,10,70,175,25.11
S08865,Male,6 ft. 01 in.,185 lbs.,6,1,73,185,24.41
S08870,Male,5 ft. 07 in.,153 lbs.,5,7,67,153,23.96
S08882,Male,5 ft. 08 in.,333 lbs.,5,8,68,333,50.63
S08885,Male,6 ft. 00 in.,185 lbs.,6,0,72,185,25.09
S08887,Male,6 ft. 03 in.,165 lbs.,6,3,75,165,20.62
S08894,Male,6 ft. 01 in.,170 lbs.,6,1,73,170,22.43
S08898,Male,5 ft. 10 in.,148 lbs.,5,10,70,148,21.23
S08899,Male,5 ft. 10 in.,240 lbs.,5,10,70,240,34.43
S08902,Male,6 ft. 02 in.,308 lbs.,6,2,74,308,39.54
S08913,Male,5 ft. 09 in.,205 lbs.,5,9,69,205,30.27
S08919,Male,5 ft. 11 in.,220 lbs.,5,11,71,220,30.68
S08920,Male,5 ft. 11 in.,197 lbs.,5,11,71,197,27.47
S08923,Male,6 ft. 02 in.,225 lbs.,6,2,74,225,28.89
S08925,Male,6 ft. 00 in.,165 lbs.,6,0,72,165,22.38
S08928,Male,6 ft. 01 in.,157 lbs.,6,1,73,157,20.71
S08935,Male,5 ft. 10 in.,225 lbs.,5,10,70,225,32.28
S08953,Male,5 ft. 08 in.,200 lbs.,5,8,68,200,30.41
S08957,Male,5 ft. 10 in.,211 lbs.,5,10,70,211,30.27
S08961,Male,5 ft. 04 in.,115 lbs.,5,4,64,115,19.74
S08977,Male,5 ft. 08 in.,241 lbs.,5,8,68,241,36.64
S08980,Male,5 ft. 05 in.,134 lbs.,5,5,65,134,22.30
S08983,Male,5 ft. 08 in.,192 lbs.,5,8,68,192,29.19
S08987,Male,5 ft. 07 in.,200 lbs.,5,7,67,200,31.32
S08989,Male,5 ft. 09 in.,195 lbs.,5,9,69,195,28.79
S08991,Male,5 ft. 09 in.,150 lbs.,5,9,69,150,22.15
